
Standard & Poors 500 Index,Last: 3900.8601,Change:  -116.9599
"Date: June 11, 2022, 8:47 PM EDT",Bid: 3878.48,Ask: 3927.9299,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Jun 10 2022,SPXW220610C02950000,0,0,941.9,959,0,0,0,0,0,2950.00,SPXW220610P02950000,0.06,0,0,0.05,0,0,0,0,894
Fri Jun 10 2022,SPXW220610C03000000,0,0,891.9,909,0,0,0,0,0,3000.00,SPXW220610P03000000,0.05,0,0,0.05,0,0,0,0,6709
Fri Jun 10 2022,SPXW220610C03050000,0,0,840.2,857.3,0,0,0,0,0,3050.00,SPXW220610P03050000,0.05,0,0,0.05,0,0,0,0,1242
Fri Jun 10 2022,SPXW220610C03100000,0,0,791.9,809,0,0,0,0,0,3100.00,SPXW220610P03100000,0.05,0,0,0.05,0,0,0,0,2274
Fri Jun 10 2022,SPXW220610C03150000,1059.86,0,740.2,757.3,0,0,0,0,2,3150.00,SPXW220610P03150000,0.05,0,0,0.05,0,0,0,0,9882
Fri Jun 10 2022,SPXW220610C03200000,0,0,691.9,709,0,0,0,0,0,3200.00,SPXW220610P03200000,0.05,0.025,0,0.05,10,0,0,0,33593
Fri Jun 10 2022,SPXW220610C03250000,0,0,640.2,657.3,0,0,0,0,0,3250.00,SPXW220610P03250000,0.05,0,0,0.05,0,0,0,0,4944
Fri Jun 10 2022,SPXW220610C03300000,732.82,0,591.9,609,0,0,0,0,2,3300.00,SPXW220610P03300000,0.05,0.025,0,0.05,20,0,0,0,2143
Fri Jun 10 2022,SPXW220610C03350000,0,0,540.2,557.3,0,0,0,0,0,3350.00,SPXW220610P03350000,0.05,0.025,0,0.05,4,0,0,0,9406
Fri Jun 10 2022,SPXW220610C03375000,0,0,516.9,534,0,0,0,0,0,3375.00,SPXW220610P03375000,0.05,0.025,0,0.05,10,0,0,0,567
Fri Jun 10 2022,SPXW220610C03400000,505.54,-132.06,491.9,509,1,0,0,0,31,3400.00,SPXW220610P03400000,0.05,0.025,0,0.05,61,0,0,0,6025
Fri Jun 10 2022,SPXW220610C03425000,0,0,466.9,484,0,0,0,0,0,3425.00,SPXW220610P03425000,0.05,0,0,0.05,0,0,0,0,8695
Fri Jun 10 2022,SPXW220610C03440000,0,0,450.2,467.3,0,0,0,0,0,3440.00,SPXW220610P03440000,0.05,0.025,0,0.05,2,0,0,0,564
Fri Jun 10 2022,SPXW220610C03450000,496.79,-90.81,440.2,457.3,2,0,0,0,3,3450.00,SPXW220610P03450000,0.05,0.025,0,0.05,568,0,0,0,5208
Fri Jun 10 2022,SPXW220610C03460000,0,0,430.2,447.3,0,0,0,0,0,3460.00,SPXW220610P03460000,0.05,0.025,0,0.05,73,0,0,0,318
Fri Jun 10 2022,SPXW220610C03470000,0,0,421.9,439,0,0,0,0,0,3470.00,SPXW220610P03470000,0.1,0.025,0,0.05,64,0,0,0,607
Fri Jun 10 2022,SPXW220610C03475000,0,0,416.9,434,0,0,0,0,0,3475.00,SPXW220610P03475000,0.05,0.025,0,0.05,803,0,0,0,1847
Fri Jun 10 2022,SPXW220610C03480000,0,0,411.9,429,0,0,0,0,0,3480.00,SPXW220610P03480000,0.07,-0.005,0,0.05,1584,0,0,0,825
Fri Jun 10 2022,SPXW220610C03490000,0,0,401.9,419,0,0,0,0,0,3490.00,SPXW220610P03490000,0.05,-0.025,0,0.05,660,0,0,0,469
Fri Jun 10 2022,SPXW220610C03500000,515.89,0,391.9,409,0,0,0,0,56,3500.00,SPXW220610P03500000,0.05,0,0,0.05,1550,0,0,0,4089
Fri Jun 10 2022,SPXW220610C03510000,0,0,381.9,399,0,0,0,0,0,3510.00,SPXW220610P03510000,0.05,-0.025,0,0.05,103,0,0,0,812
Fri Jun 10 2022,SPXW220610C03520000,0,0,370.2,387.3,0,0,0,0,0,3520.00,SPXW220610P03520000,0.05,-0.025,0,0.05,122,0,0,0,330
Fri Jun 10 2022,SPXW220610C03525000,0,0,366.9,384,0,0,0,0,0,3525.00,SPXW220610P03525000,0.05,-0.025,0,0.05,874,0,0,0,7823
Fri Jun 10 2022,SPXW220610C03530000,0,0,361.9,379,0,0,0,0,0,3530.00,SPXW220610P03530000,0.05,-0.025,0,0.05,344,0,0,0,539
Fri Jun 10 2022,SPXW220610C03540000,0,0,350.2,367.3,0,0,0,0,0,3540.00,SPXW220610P03540000,0.07,-0.03,0,0.05,1179,0,0,0,3494
Fri Jun 10 2022,SPXW220610C03550000,567.55,0,341.9,359,0,0,0,0,28,3550.00,SPXW220610P03550000,0.05,-0.05,0,0.05,867,0,0,0,8109
Fri Jun 10 2022,SPXW220610C03560000,418.94,0,331.9,349,0,0,0,0,1,3560.00,SPXW220610P03560000,0.05,-0.05,0,0.05,481,0,0,0,673
Fri Jun 10 2022,SPXW220610C03570000,410.29,0,321.9,339,0,0,0,0,1,3570.00,SPXW220610P03570000,0.05,-0.05,0,0.05,238,0,0,0,696
Fri Jun 10 2022,SPXW220610C03575000,0,0,316.9,334,0,0,0,0,0,3575.00,SPXW220610P03575000,0.05,-0.025,0,0.05,112,0,0,0,468
Fri Jun 10 2022,SPXW220610C03580000,0,0,310.2,327.3,0,0,0,0,0,3580.00,SPXW220610P03580000,0.05,-0.05,0,0.05,177,0,0,0,430
Fri Jun 10 2022,SPXW220610C03590000,0,0,301.9,319,0,0,0,0,0,3590.00,SPXW220610P03590000,0.05,-0.05,0,0.05,914,0,0,0,3275
Fri Jun 10 2022,SPXW220610C03600000,375.27,0,290.2,307.3,0,0,0,0,6,3600.00,SPXW220610P03600000,0.05,-0.025,0,0.05,3148,0,0,0,11317
Fri Jun 10 2022,SPXW220610C03610000,0,0,281.9,299,0,0,0,0,0,3610.00,SPXW220610P03610000,0.05,-0.075,0,0.05,191,0,0,0,270
Fri Jun 10 2022,SPXW220610C03620000,0,0,271.9,289,0,0,0,0,0,3620.00,SPXW220610P03620000,0.05,-0.1,0,0.05,402,0,0,0,3089
Fri Jun 10 2022,SPXW220610C03625000,0,0,265.2,282.3,0,0,0,0,0,3625.00,SPXW220610P03625000,0.05,-0.1,0,0.05,1001,0,0,0,6073
Fri Jun 10 2022,SPXW220610C03630000,0,0,261.9,279,0,0,0,0,0,3630.00,SPXW220610P03630000,0.05,-0.1,0,0.05,241,0,0,0,1257
Fri Jun 10 2022,SPXW220610C03640000,0,0,251.9,269,0,0,0,0,0,3640.00,SPXW220610P03640000,0.05,-0.1,0,0.05,454,0,0,0,3198
Fri Jun 10 2022,SPXW220610C03650000,268.4,-119.35,241.9,259,6,0,0,0,5,3650.00,SPXW220610P03650000,0.05,-0.075,0,0.05,701,0,0,0,5893
Fri Jun 10 2022,SPXW220610C03660000,0,0,231.9,249,0,0,0,0,0,3660.00,SPXW220610P03660000,0.05,-0.125,0,0.05,631,0,0,0,372
Fri Jun 10 2022,SPXW220610C03670000,489.52,0,221.9,239,0,0,0,0,1,3670.00,SPXW220610P03670000,0.05,-0.125,0,0.05,126,0,0,0,481
Fri Jun 10 2022,SPXW220610C03675000,0,0,216.9,234,0,0,0,0,0,3675.00,SPXW220610P03675000,0.05,-0.125,0,0.05,349,0,0,0,6682
Fri Jun 10 2022,SPXW220610C03680000,0,0,211.9,229,0,0,0,0,0,3680.00,SPXW220610P03680000,0.05,-0.125,0,0.05,1143,0,0,0,8273
Fri Jun 10 2022,SPXW220610C03690000,0,0,204.5,219,0,0,0,0,0,3690.00,SPXW220610P03690000,0.05,-0.15,0,0.05,973,0,0,0,4656
Fri Jun 10 2022,SPXW220610C03700000,338.95,0,191.9,207.3,0,0,0,0,9,3700.00,SPXW220610P03700000,0.05,-0.15,0,0.05,2867,0,0,0,27776
Fri Jun 10 2022,SPXW220610C03705000,0,0,189,204,0,0,0,0,0,3705.00,SPXW220610P03705000,0.05,-0.15,0,0.05,101,0,0,0,720
Fri Jun 10 2022,SPXW220610C03710000,0,0,184,199,0,0,0,0,0,3710.00,SPXW220610P03710000,0.05,-0.15,0,0.05,1167,0,0,0,725
Fri Jun 10 2022,SPXW220610C03715000,0,0,177.1,193.1,0,0,0,0,0,3715.00,SPXW220610P03715000,0.05,-0.15,0,0.05,1033,0,0,0,892
Fri Jun 10 2022,SPXW220610C03720000,274.63,0,174,189,0,0,0,0,15,3720.00,SPXW220610P03720000,0.05,-0.15,0,0.05,173,0,0,0,2602
Fri Jun 10 2022,SPXW220610C03725000,220.9,0,169,182.3,0,0,0,0,5,3725.00,SPXW220610P03725000,0.05,-0.15,0,0.05,2730,0,0,0,1667
Fri Jun 10 2022,SPXW220610C03730000,217.56,0,164,179,0,0,0,0,5,3730.00,SPXW220610P03730000,0.05,-0.15,0,0.05,980,0,0,0,1336
Fri Jun 10 2022,SPXW220610C03735000,0,0,159,174,0,0,0,0,0,3735.00,SPXW220610P03735000,0.05,-0.15,0,0.05,433,0,0,0,435
Fri Jun 10 2022,SPXW220610C03740000,0,0,154,167.3,0,0,0,0,0,3740.00,SPXW220610P03740000,0.05,-0.15,0,0.05,565,0,0,0,343
Fri Jun 10 2022,SPXW220610C03745000,0,0,149,164,0,0,0,0,0,3745.00,SPXW220610P03745000,0.05,-0.15,0,0.05,1023,0,0,0,664
Fri Jun 10 2022,SPXW220610C03750000,161.5,-126.3,144,157.3,1,0,0,0,14,3750.00,SPXW220610P03750000,0.05,-0.175,0,0.05,2959,0,0,0,9487
Fri Jun 10 2022,SPXW220610C03755000,198,0,139,154,0,0,0,0,5,3755.00,SPXW220610P03755000,0.05,-0.175,0,0.05,492,0,0,0,245
Fri Jun 10 2022,SPXW220610C03760000,153.8,0,134,149,0,0,0,0,3,3760.00,SPXW220610P03760000,0.05,-0.175,0,0.05,2581,0,0,0,2555
Fri Jun 10 2022,SPXW220610C03765000,136.5,-136.35,129,142.3,6,0,0,0,6,3765.00,SPXW220610P03765000,0.05,-0.175,0,0.05,973,0,0,0,671
Fri Jun 10 2022,SPXW220610C03770000,151.97,-115.88,124,139,2,0,0,0,1,3770.00,SPXW220610P03770000,0.05,-0.2,0,0.05,1154,0,0,0,478
Fri Jun 10 2022,SPXW220610C03775000,192.5,0,119,134,0,0,0,0,7,3775.00,SPXW220610P03775000,0.05,-0.2,0,0.05,1282,0,0,0,5012
Fri Jun 10 2022,SPXW220610C03780000,134.78,-123.07,114,129,1,0,0,0,1,3780.00,SPXW220610P03780000,0.05,-0.2,0,0.05,1959,0,0,0,2684
Fri Jun 10 2022,SPXW220610C03785000,269.75,0,109,124,0,0,0,0,31,3785.00,SPXW220610P03785000,0.05,-0.2,0,0.05,1225,0,0,0,319
Fri Jun 10 2022,SPXW220610C03790000,233.85,0,104,119,0,0,0,0,12,3790.00,SPXW220610P03790000,0.05,-0.2,0,0.05,1205,0,0,0,536
Fri Jun 10 2022,SPXW220610C03795000,137.55,-105.3,99,109,9,0,0,0,15,3795.00,SPXW220610P03795000,0.05,-0.2,0,0.05,2409,0,0,0,906
Fri Jun 10 2022,SPXW220610C03800000,134.67,-103.18,94,104,180,0,0,0,105,3800.00,SPXW220610P03800000,0.05,-0.225,0,0.05,13568,0,0,0,9308
Fri Jun 10 2022,SPXW220610C03805000,203.7,0,89,99,0,0,0,0,23,3805.00,SPXW220610P03805000,0.05,-0.225,0,0.05,2975,0,0,0,2247
Fri Jun 10 2022,SPXW220610C03810000,122.55,-105.3,84,94,23,0,0,0,10,3810.00,SPXW220610P03810000,0.05,-0.25,0,0.05,5307,0,0,0,938
Fri Jun 10 2022,SPXW220610C03815000,107.95,-115,79,89,3,0,0,0,5,3815.00,SPXW220610P03815000,0.05,-0.25,0,0.05,3324,0,0,0,718
Fri Jun 10 2022,SPXW220610C03820000,100.27,-117.68,74,84,2,0,0,0,43,3820.00,SPXW220610P03820000,0.05,-0.275,0,0.05,6558,0,0,0,516
Fri Jun 10 2022,SPXW220610C03825000,107.55,-105.4,69,79,35,0,0,0,84,3825.00,SPXW220610P03825000,0.05,-0.3,0,0.05,11716,0,0,0,18030
Fri Jun 10 2022,SPXW220610C03830000,86.23,-121.72,64,74,31,0,0,0,33,3830.00,SPXW220610P03830000,0.05,-0.3,0,0.05,6241,0,0,0,756
Fri Jun 10 2022,SPXW220610C03835000,69.7,-133.25,59,69,34,0,0,0,3,3835.00,SPXW220610P03835000,0.05,-0.3,0,0.05,5274,0,0,0,551
Fri Jun 10 2022,SPXW220610C03840000,80.3,-117.7,54,64,21,0,0,0,16,3840.00,SPXW220610P03840000,0.05,-0.375,0,0.05,15069,0,0,0,6138
Fri Jun 10 2022,SPXW220610C03845000,77.27,-115.78,49,59,13,0,0,0,7,3845.00,SPXW220610P03845000,0.05,-0.35,0,0.05,7042,0,0,0,1411
Fri Jun 10 2022,SPXW220610C03850000,80,-108.05,44,54,280,0,0,0,44,3850.00,SPXW220610P03850000,0.05,-0.4,0,0.05,31785,0,0,0,19788
Fri Jun 10 2022,SPXW220610C03855000,61.33,-121.77,39,49,30,0,0,0,12,3855.00,SPXW220610P03855000,0.05,-0.45,0,0.05,7519,0,0,0,2765
Fri Jun 10 2022,SPXW220610C03860000,80.44,-97.66,34,44,133,0,0,0,58,3860.00,SPXW220610P03860000,0.05,-0.5,0,0.05,14542,0,0,0,1928
Fri Jun 10 2022,SPXW220610C03865000,54.82,-117.98,29,39,16,0,0,0,104,3865.00,SPXW220610P03865000,0.05,-0.55,0,0.05,10941,0,0,0,919
Fri Jun 10 2022,SPXW220610C03870000,33.6,-134.6,24,34,132,0,0,0,178,3870.00,SPXW220610P03870000,0.05,-0.6,0,0.05,17317,0,0,0,1113
Fri Jun 10 2022,SPXW220610C03875000,46.35,-116.6,19,29,130,0,0,0,154,3875.00,SPXW220610P03875000,0.05,-0.65,0,0.05,19186,0,0,0,2193
Fri Jun 10 2022,SPXW220610C03880000,22.7,-135.3,14.8,24.8,655,0,0,0,171,3880.00,SPXW220610P03880000,0.05,-0.75,0,0.05,26951,0,0,0,1884
Fri Jun 10 2022,SPXW220610C03885000,17.7,-135.35,9.8,19.8,447,0,0,0,83,3885.00,SPXW220610P03885000,0.05,-0.825,0,0.05,10666,0,0,0,801
Fri Jun 10 2022,SPXW220610C03890000,12.1,-136.2,4.1,14.1,1152,0,0,0,54,3890.00,SPXW220610P03890000,0.05,-0.95,0,0.05,22528,0,0,0,6292
Fri Jun 10 2022,SPXW220610C03895000,4.79,-138.56,0,9.8,1016,0,0,0,25,3895.00,SPXW220610P03895000,0.15,-0.95,0.1,0.2,12254,0,0,0,1389
Fri Jun 10 2022,SPXW220610C03900000,0.75,-137.8,0.2,2.4,7280,0,0,0,1152,3900.00,SPXW220610P03900000,0.4,-0.85,0.4,0.5,72746,0,0,0,14544
Fri Jun 10 2022,SPXW220610C03905000,0.05,-133.55,0.05,0.1,2930,0,0,0,151,3905.00,SPXW220610P03905000,5,3.6,2.85,5.6,14776,0,0,0,1965
Fri Jun 10 2022,SPXW220610C03910000,0.05,-128.75,0,0.05,7562,0,0,0,158,3910.00,SPXW220610P03910000,10,8.375,6.2,15.9,30123,0,0,0,4902
Fri Jun 10 2022,SPXW220610C03915000,0.05,-123.95,0,0.05,7204,0,0,0,174,3915.00,SPXW220610P03915000,13.8,11.95,11,21,15876,0,0,0,3641
Fri Jun 10 2022,SPXW220610C03920000,0.07,-119.18,0,0.05,23980,0,0,0,546,3920.00,SPXW220610P03920000,20.2,18.05,17.7,26,17088,0,0,0,15482
Fri Jun 10 2022,SPXW220610C03925000,0.05,-114.5,0,0.15,10505,0,0,0,251,3925.00,SPXW220610P03925000,22.26,19.81,21,31,13363,0,0,0,7011
Fri Jun 10 2022,SPXW220610C03930000,0.05,-109.95,0,0.05,16525,0,0,0,233,3930.00,SPXW220610P03930000,27.71,24.91,26,35,7821,0,0,0,1501
Fri Jun 10 2022,SPXW220610C03935000,0.05,-105.3,0,0.05,10684,0,0,0,173,3935.00,SPXW220610P03935000,31.8,28.55,31,41,9774,0,0,0,4656
Fri Jun 10 2022,SPXW220610C03940000,0.05,-100.65,0,0.05,22872,0,0,0,209,3940.00,SPXW220610P03940000,32.05,28.35,36,46,8959,0,0,0,4737
Fri Jun 10 2022,SPXW220610C03945000,0.05,-96.25,0,0.05,13740,0,0,0,216,3945.00,SPXW220610P03945000,40.3,36.05,41,51,4101,0,0,0,1014
Fri Jun 10 2022,SPXW220610C03950000,0.05,-91.85,0,0.05,42264,0,0,0,1410,3950.00,SPXW220610P03950000,47.4,42.55,46,56,10857,0,0,0,6326
Fri Jun 10 2022,SPXW220610C03955000,0.05,-87.55,0,0.05,17504,0,0,0,399,3955.00,SPXW220610P03955000,50.1,44.6,51,61,1844,0,0,0,2925
Fri Jun 10 2022,SPXW220610C03960000,0.05,-83.35,0,0.05,23180,0,0,0,317,3960.00,SPXW220610P03960000,58.41,52.11,56,66,3099,0,0,0,2341
Fri Jun 10 2022,SPXW220610C03965000,0.05,-79.15,0,0.05,11900,0,0,0,210,3965.00,SPXW220610P03965000,57.3,50.2,61,71,1898,0,0,0,1467
Fri Jun 10 2022,SPXW220610C03970000,0.05,-75.1,0,0.05,25046,0,0,0,135,3970.00,SPXW220610P03970000,62.49,54.39,66,76,1563,0,0,0,10636
Fri Jun 10 2022,SPXW220610C03975000,0.05,-71.25,0,0.05,15840,0,0,0,568,3975.00,SPXW220610P03975000,66.77,57.67,71,81,1485,0,0,0,2711
Fri Jun 10 2022,SPXW220610C03980000,0.05,-67.3,0,0.05,11855,0,0,0,278,3980.00,SPXW220610P03980000,72,61.8,77,86,1821,0,0,0,2107
Fri Jun 10 2022,SPXW220610C03985000,0.05,-63.5,0,0.05,7811,0,0,0,323,3985.00,SPXW220610P03985000,86,74.55,81,91,406,0,0,0,999
Fri Jun 10 2022,SPXW220610C03990000,0.05,-59.75,0,0.05,6694,0,0,0,332,3990.00,SPXW220610P03990000,90.38,77.58,86,96,1122,0,0,0,1125
Fri Jun 10 2022,SPXW220610C03995000,0.05,-56.2,0,0.05,3963,0,0,0,180,3995.00,SPXW220610P03995000,87.59,73.34,91,101,459,0,0,0,1843
Fri Jun 10 2022,SPXW220610C04000000,0.05,-52.7,0,0.05,23900,0,0,0,7180,4000.00,SPXW220610P04000000,100.43,84.63,96,106,3689,0,0,0,13069
Fri Jun 10 2022,SPXW220610C04005000,0.05,-49.5,0,0.05,5121,0,0,0,207,4005.00,SPXW220610P04005000,94.82,77.37,101,111,342,0,0,0,931
Fri Jun 10 2022,SPXW220610C04010000,0.05,-46.3,0,0.05,4284,0,0,0,275,4010.00,SPXW220610P04010000,101.06,81.76,102.7,117.7,647,0,0,0,3310
Fri Jun 10 2022,SPXW220610C04015000,0.05,-43.2,0,0.05,2555,0,0,0,325,4015.00,SPXW220610P04015000,107,85.75,107.7,121.2,487,0,0,0,1193
Fri Jun 10 2022,SPXW220610C04020000,0.05,-40.3,0,0.05,5582,0,0,0,638,4020.00,SPXW220610P04020000,106.13,82.78,111,126,652,0,0,0,1476
Fri Jun 10 2022,SPXW220610C04025000,0.05,-37.5,0,0.05,4957,0,0,0,933,4025.00,SPXW220610P04025000,116,90.5,117.7,131,1545,0,0,0,4762
Fri Jun 10 2022,SPXW220610C04030000,0.05,-34.75,0,0.05,6922,0,0,0,295,4030.00,SPXW220610P04030000,117.53,89.78,122.7,137.1,675,0,0,0,1195
Fri Jun 10 2022,SPXW220610C04035000,0.05,-32.1,0,0.05,3075,0,0,0,457,4035.00,SPXW220610P04035000,118.8,88.65,126,141,450,0,0,0,906
Fri Jun 10 2022,SPXW220610C04040000,0.05,-29.65,0,0.05,4367,0,0,0,409,4040.00,SPXW220610P04040000,127.46,94.81,132.7,147.8,3955,0,0,0,4962
Fri Jun 10 2022,SPXW220610C04045000,0.05,-27.25,0,0.05,4476,0,0,0,237,4045.00,SPXW220610P04045000,130.48,95.23,137.7,152.9,3921,0,0,0,4954
Fri Jun 10 2022,SPXW220610C04050000,0.05,-24.95,0,0.05,6926,0,0,0,2463,4050.00,SPXW220610P04050000,146.17,108.17,142.7,157.1,1398,0,0,0,10739
Fri Jun 10 2022,SPXW220610C04055000,0.05,-22.8,0,0.05,2046,0,0,0,395,4055.00,SPXW220610P04055000,142.43,101.63,146,161,281,0,0,0,2727
Fri Jun 10 2022,SPXW220610C04060000,0.05,-20.75,0,0.05,3126,0,0,0,637,4060.00,SPXW220610P04060000,150.99,107.29,152.7,166,382,0,0,0,2739
Fri Jun 10 2022,SPXW220610C04065000,0.05,-18.85,0,0.05,2378,0,0,0,241,4065.00,SPXW220610P04065000,150.38,103.53,157.7,171,145,0,0,0,415
Fri Jun 10 2022,SPXW220610C04070000,0.05,-17.05,0,0.05,3883,0,0,0,503,4070.00,SPXW220610P04070000,161.34,111.29,162.7,176,244,0,0,0,556
Fri Jun 10 2022,SPXW220610C04075000,0.05,-15.4,0,0.05,2118,0,0,0,1332,4075.00,SPXW220610P04075000,140.38,86.98,166,181,464,0,0,0,1570
Fri Jun 10 2022,SPXW220610C04080000,0.05,-13.9,0,0.05,3961,0,0,0,2069,4080.00,SPXW220610P04080000,169.35,112.45,172.7,186,337,0,0,0,1091
Fri Jun 10 2022,SPXW220610C04085000,0.05,-12.5,0,0.05,1185,0,0,0,382,4085.00,SPXW220610P04085000,174.35,113.85,177.7,191,370,0,0,0,682
Fri Jun 10 2022,SPXW220610C04090000,0.05,-11.2,0,0.05,2665,0,0,0,681,4090.00,SPXW220610P04090000,171.5,107.25,182.7,196,527,0,0,0,932
Fri Jun 10 2022,SPXW220610C04095000,0.05,-10.05,0,0.05,1802,0,0,0,557,4095.00,SPXW220610P04095000,184.83,116.73,186,201,257,0,0,0,568
Fri Jun 10 2022,SPXW220610C04100000,0.05,-8.95,0,0.05,4729,0,0,0,6319,4100.00,SPXW220610P04100000,187.68,115.88,191,206,1265,0,0,0,5677
Fri Jun 10 2022,SPXW220610C04105000,0.05,-8.05,0,0.05,925,0,0,0,741,4105.00,SPXW220610P04105000,196,120.3,196,211,166,0,0,0,591
Fri Jun 10 2022,SPXW220610C04110000,0.05,-7.15,0,0.05,1210,0,0,0,1621,4110.00,SPXW220610P04110000,196.3,116.35,201,216,123,0,0,0,1018
Fri Jun 10 2022,SPXW220610C04115000,0.05,-6.35,0,0.05,450,0,0,0,1359,4115.00,SPXW220610P04115000,177.34,93.24,207.7,221,205,0,0,0,694
Fri Jun 10 2022,SPXW220610C04120000,0.05,-5.65,0,0.05,918,0,0,0,1154,4120.00,SPXW220610P04120000,198.88,110.53,212.7,225.9,155,0,0,0,885
Fri Jun 10 2022,SPXW220610C04125000,0.05,-4.95,0,0.05,926,0,0,0,3907,4125.00,SPXW220610P04125000,212.73,120.03,216,233.1,464,0,0,0,1797
Fri Jun 10 2022,SPXW220610C04130000,0.05,-4.4,0,0.05,1196,0,0,0,1200,4130.00,SPXW220610P04130000,207.48,110.33,221,238.1,75,0,0,0,411
Fri Jun 10 2022,SPXW220610C04135000,0.05,-3.9,0,0.05,544,0,0,0,1122,4135.00,SPXW220610P04135000,216.33,114.73,226,243.1,64,0,0,0,440
Fri Jun 10 2022,SPXW220610C04140000,0.05,-3.45,0,0.05,665,0,0,0,1309,4140.00,SPXW220610P04140000,225.03,118.88,231,248.1,56,0,0,0,613
Fri Jun 10 2022,SPXW220610C04145000,0.05,-3,0,0.05,185,0,0,0,1247,4145.00,SPXW220610P04145000,226.38,115.63,237.7,254.8,108,0,0,0,465
Fri Jun 10 2022,SPXW220610C04150000,0.05,-2.675,0,0.05,1162,0,0,0,6845,4150.00,SPXW220610P04150000,241.44,126.04,242.7,259.2,131,0,0,0,3059
Fri Jun 10 2022,SPXW220610C04155000,0.05,-2.325,0,0.05,137,0,0,0,1227,4155.00,SPXW220610P04155000,241.97,121.92,247.7,264.8,93,0,0,0,204
Fri Jun 10 2022,SPXW220610C04160000,0.05,-2.025,0,0.05,162,0,0,0,2172,4160.00,SPXW220610P04160000,237.93,113.08,252.7,265.5,69,0,0,0,451
Fri Jun 10 2022,SPXW220610C04165000,0.05,-1.75,0,0.05,83,0,0,0,1162,4165.00,SPXW220610P04165000,253.98,124.38,257.7,274.8,9,0,0,0,383
Fri Jun 10 2022,SPXW220610C04170000,0.05,-1.55,0,0.05,122,0,0,0,1086,4170.00,SPXW220610P04170000,257.09,122.54,262.7,279.8,1,0,0,0,734
Fri Jun 10 2022,SPXW220610C04175000,0.05,-1.3,0,0.05,283,0,0,0,2754,4175.00,SPXW220610P04175000,244.85,105.7,267.7,281.9,41,0,0,0,127
Fri Jun 10 2022,SPXW220610C04180000,0.05,-1.15,0,0.05,167,0,0,0,1595,4180.00,SPXW220610P04180000,249.85,105.9,271,288.1,79,0,0,0,157
Fri Jun 10 2022,SPXW220610C04185000,0.05,-0.95,0,0.05,118,0,0,0,1096,4185.00,SPXW220610P04185000,278.8,129.95,276,291.9,155,0,0,0,252
Fri Jun 10 2022,SPXW220610C04190000,0.05,-0.825,0,0.05,128,0,0,0,1998,4190.00,SPXW220610P04190000,264.99,111.39,282.7,296.9,59,0,0,0,118
