
S&P 500 INDEX,Last: 4697.2402,Change:  8.5602
"Date: January 7, 2024 at 10:52 AM EST",Bid: 4645.23,Ask: 4753.8999,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Jan 05 2024,SPXW240105C04130000,0,0,562.4,571.3,0,0,0,0,0,4130.00,SPXW240105P04130000,0.05,0,0,0.05,0,0,0,0,609
Fri Jan 05 2024,SPXW240105C04140000,555.54,-6.16,552.4,561.3,10,0,0,0,13,4140.00,SPXW240105P04140000,0.05,0,0,0.05,0,0,0,0,1297
Fri Jan 05 2024,SPXW240105C04150000,566.17,14.47,542.2,551.1,17,0,0,0,62,4150.00,SPXW240105P04150000,0.05,0,0,0.05,0,0,0,0,6764
Fri Jan 05 2024,SPXW240105C04160000,378.74,0,532.2,541.1,0,0,0,0,1,4160.00,SPXW240105P04160000,0.05,0,0,0.05,0,0,0,0,3684
Fri Jan 05 2024,SPXW240105C04170000,0,0,522.4,531.3,0,0,0,0,0,4170.00,SPXW240105P04170000,0.05,0,0,0.05,0,0,0,0,1503
Fri Jan 05 2024,SPXW240105C04175000,0,0,517.4,526.3,0,0,0,0,0,4175.00,SPXW240105P04175000,0.05,0,0,0.05,0,0,0,0,1394
Fri Jan 05 2024,SPXW240105C04180000,0,0,512.2,521.1,0,0,0,0,0,4180.00,SPXW240105P04180000,0.05,0,0,0.05,0,0,0,0,3771
Fri Jan 05 2024,SPXW240105C04190000,496.03,-15.67,502.4,511.3,4,0,0,0,5,4190.00,SPXW240105P04190000,0.05,0,0,0.05,0,0,0,0,6235
Fri Jan 05 2024,SPXW240105C04200000,502.32,0.62,492.2,501.1,12,0,0,0,12,4200.00,SPXW240105P04200000,0.05,0,0,0.05,0,0,0,0,11967
Fri Jan 05 2024,SPXW240105C04210000,492.29,0.59,482.4,491.3,6,0,0,0,4,4210.00,SPXW240105P04210000,0.05,0,0,0.05,0,0,0,0,377
Fri Jan 05 2024,SPXW240105C04220000,0,0,472.4,481.3,0,0,0,0,5,4220.00,SPXW240105P04220000,0.05,0,0,0.05,0,0,0,0,637
Fri Jan 05 2024,SPXW240105C04225000,472.03,-4.72,467.4,476.3,5,0,0,0,6,4225.00,SPXW240105P04225000,0.05,0,0,0.05,0,0,0,0,982
Fri Jan 05 2024,SPXW240105C04230000,459.14,-12.61,462.4,471.3,1,0,0,0,6,4230.00,SPXW240105P04230000,0.05,0,0,0.05,0,0,0,0,946
Fri Jan 05 2024,SPXW240105C04240000,460.7,-1.05,452.4,461.3,1,0,0,0,2,4240.00,SPXW240105P04240000,0.05,0,0,0.05,0,0,0,0,1117
Fri Jan 05 2024,SPXW240105C04250000,438.5,-13.25,442.4,451.3,8,0,0,0,9,4250.00,SPXW240105P04250000,0.05,0.025,0,0.05,2,0,0,0,6530
Fri Jan 05 2024,SPXW240105C04260000,441.5,-0.2,432.4,441.3,2,0,0,0,6,4260.00,SPXW240105P04260000,0.05,0.025,0,0.05,1,0,0,0,398
Fri Jan 05 2024,SPXW240105C04270000,318.61,0,422.4,431.3,0,0,0,0,3,4270.00,SPXW240105P04270000,0.07,0,0,0.05,0,0,0,0,510
Fri Jan 05 2024,SPXW240105C04275000,161.21,0,417.4,426.3,0,0,0,0,8,4275.00,SPXW240105P04275000,0.05,-0.025,0,0.05,2,0,0,0,1668
Fri Jan 05 2024,SPXW240105C04280000,423.5,0,412.4,421.3,0,0,0,0,5,4280.00,SPXW240105P04280000,0.07,0,0,0.05,0,0,0,0,358
Fri Jan 05 2024,SPXW240105C04290000,407.02,-4.78,402.4,411.3,1,0,0,0,2,4290.00,SPXW240105P04290000,0.05,0,0,0.05,0,0,0,0,298
Fri Jan 05 2024,SPXW240105C04300000,396.6,-5.2,392.4,401.3,18,0,0,0,50,4300.00,SPXW240105P04300000,0.05,0,0,0.05,8,0,0,0,5953
Fri Jan 05 2024,SPXW240105C04310000,390.62,-1.18,382.4,391.3,2,0,0,0,2,4310.00,SPXW240105P04310000,0.05,0,0,0.05,0,0,0,0,2368
Fri Jan 05 2024,SPXW240105C04320000,374.72,-7.08,372.4,381.3,3,0,0,0,11,4320.00,SPXW240105P04320000,0.05,0,0,0.05,2,0,0,0,1141
Fri Jan 05 2024,SPXW240105C04325000,382.26,5.46,367.4,376.3,3,0,0,0,35,4325.00,SPXW240105P04325000,0.05,0.025,0,0.05,4,0,0,0,2917
Fri Jan 05 2024,SPXW240105C04330000,369.27,-2.53,362.4,371.3,7,0,0,0,34,4330.00,SPXW240105P04330000,0.1,0,0,0.05,0,0,0,0,309
Fri Jan 05 2024,SPXW240105C04335000,356.02,-10.78,357.4,366.3,7,0,0,0,9,4335.00,SPXW240105P04335000,0.1,0,0,0.05,0,0,0,0,360
Fri Jan 05 2024,SPXW240105C04340000,350.15,-11.65,352.4,361.3,3,0,0,0,10,4340.00,SPXW240105P04340000,0.05,0,0,0.05,0,0,0,0,1550
Fri Jan 05 2024,SPXW240105C04345000,348.23,-8.57,347.4,356.3,2,0,0,0,11,4345.00,SPXW240105P04345000,0.15,0,0,0.05,0,0,0,0,158
Fri Jan 05 2024,SPXW240105C04350000,335.91,-15.89,342.4,351.3,36,0,0,0,84,4350.00,SPXW240105P04350000,0.05,0,0,0.05,0,0,0,0,2702
Fri Jan 05 2024,SPXW240105C04355000,362.86,0,337.4,346.3,0,0,0,0,4,4355.00,SPXW240105P04355000,0.05,0,0,0.05,2,0,0,0,424
Fri Jan 05 2024,SPXW240105C04360000,335.32,-6.48,332.4,341.3,5,0,0,0,16,4360.00,SPXW240105P04360000,0.05,0,0,0.05,1,0,0,0,636
Fri Jan 05 2024,SPXW240105C04365000,0,0,327.4,336.3,0,0,0,0,0,4365.00,SPXW240105P04365000,0.05,0,0,0.05,1,0,0,0,344
Fri Jan 05 2024,SPXW240105C04370000,319.52,-12.28,322.4,331.3,7,0,0,0,14,4370.00,SPXW240105P04370000,0.07,0,0,0.05,0,0,0,0,561
Fri Jan 05 2024,SPXW240105C04375000,336.67,9.87,317.4,326.3,1,0,0,0,18,4375.00,SPXW240105P04375000,0.05,0,0,0.05,30,0,0,0,2825
Fri Jan 05 2024,SPXW240105C04380000,333.97,12.12,312.4,321.3,1,0,0,0,10,4380.00,SPXW240105P04380000,0.1,0,0,0.05,0,0,0,0,480
Fri Jan 05 2024,SPXW240105C04385000,363.6,0,307.4,316.3,0,0,0,0,3,4385.00,SPXW240105P04385000,0.07,0,0,0.05,0,0,0,0,342
Fri Jan 05 2024,SPXW240105C04390000,312.64,0,302.4,311.3,0,0,0,0,8,4390.00,SPXW240105P04390000,0.05,0,0,0.05,0,0,0,0,1658
Fri Jan 05 2024,SPXW240105C04395000,308.67,1.82,297.4,306.3,2,0,0,0,1,4395.00,SPXW240105P04395000,0.05,0,0,0.05,1,0,0,0,761
Fri Jan 05 2024,SPXW240105C04400000,298.57,-3.28,292.4,301.3,82,0,0,0,252,4400.00,SPXW240105P04400000,0.05,-0.025,0,0.05,1,0,0,0,5344
Fri Jan 05 2024,SPXW240105C04405000,290.29,-6.56,287.4,296.3,3,0,0,0,3,4405.00,SPXW240105P04405000,0.07,0,0,0.05,0,0,0,0,376
Fri Jan 05 2024,SPXW240105C04410000,287.1,-4.7,282.4,291.3,42,0,0,0,74,4410.00,SPXW240105P04410000,0.05,0,0,0.05,0,0,0,0,667
Fri Jan 05 2024,SPXW240105C04415000,295.4,8.6,277.4,286.3,3,0,0,0,2,4415.00,SPXW240105P04415000,0.1,0,0,0.05,0,0,0,0,514
Fri Jan 05 2024,SPXW240105C04420000,276.95,-4.85,272.4,281.3,63,0,0,0,81,4420.00,SPXW240105P04420000,0.05,-0.025,0,0.05,1,0,0,0,634
Fri Jan 05 2024,SPXW240105C04425000,270.24,-6.56,267.2,276.1,16,0,0,0,162,4425.00,SPXW240105P04425000,0.05,-0.025,0,0.05,186,0,0,0,1944
Fri Jan 05 2024,SPXW240105C04430000,272.29,0.44,262.4,271.3,17,0,0,0,1332,4430.00,SPXW240105P04430000,0.05,-0.025,0,0.05,873,0,0,0,1439
Fri Jan 05 2024,SPXW240105C04435000,283.74,16.84,257.4,266.3,2,0,0,0,6,4435.00,SPXW240105P04435000,0.2,0,0,0.05,0,0,0,0,1753
Fri Jan 05 2024,SPXW240105C04440000,260.01,-1.89,252.4,261.3,21,0,0,0,79,4440.00,SPXW240105P04440000,0.05,-0.025,0,0.05,2,0,0,0,561
Fri Jan 05 2024,SPXW240105C04445000,250.22,-6.68,247.2,256.1,1,0,0,0,1,4445.00,SPXW240105P04445000,0.04,-0.035,0,0.05,421,0,0,0,850
Fri Jan 05 2024,SPXW240105C04450000,238.67,-13.23,242.2,251.1,53,0,0,0,182,4450.00,SPXW240105P04450000,0.05,-0.025,0,0.05,320,0,0,0,2432
Fri Jan 05 2024,SPXW240105C04455000,238.41,-8.49,237.2,246.1,33,0,0,0,33,4455.00,SPXW240105P04455000,0.07,0,0,0.05,0,0,0,0,231
Fri Jan 05 2024,SPXW240105C04460000,235.25,-6.65,232.2,241.1,1,0,0,0,27,4460.00,SPXW240105P04460000,0.07,0,0,0.05,0,0,0,0,1344
Fri Jan 05 2024,SPXW240105C04465000,236.25,-0.65,227.4,236.3,9,0,0,0,14,4465.00,SPXW240105P04465000,0.05,-0.025,0,0.05,4,0,0,0,1034
Fri Jan 05 2024,SPXW240105C04470000,215.68,-16.22,222.2,231.1,43,0,0,0,118,4470.00,SPXW240105P04470000,0.05,-0.025,0,0.05,1,0,0,0,651
Fri Jan 05 2024,SPXW240105C04475000,227.18,0.28,217.2,226.1,22,0,0,0,168,4475.00,SPXW240105P04475000,0.05,-0.025,0,0.05,3,0,0,0,2169
Fri Jan 05 2024,SPXW240105C04480000,208.9,-13,212.2,221.1,11,0,0,0,1333,4480.00,SPXW240105P04480000,0.05,-0.025,0,0.05,3,0,0,0,622
Fri Jan 05 2024,SPXW240105C04485000,210.25,-6.65,207.2,216.1,13,0,0,0,19,4485.00,SPXW240105P04485000,0.05,-0.025,0,0.05,5,0,0,0,498
Fri Jan 05 2024,SPXW240105C04490000,198.13,-13.77,202.2,211.1,4,0,0,0,46,4490.00,SPXW240105P04490000,0.1,0,0,0.05,0,0,0,0,1698
Fri Jan 05 2024,SPXW240105C04495000,212.4,0,197.2,206.1,0,0,0,0,2,4495.00,SPXW240105P04495000,0.05,-0.025,0,0.05,3,0,0,0,2416
Fri Jan 05 2024,SPXW240105C04500000,206.6,4.7,192.4,201.3,16,0,0,0,932,4500.00,SPXW240105P04500000,0.05,-0.025,0,0.05,6,0,0,0,10722
Fri Jan 05 2024,SPXW240105C04505000,185.33,-11.57,187.2,196.1,2,0,0,0,27,4505.00,SPXW240105P04505000,0.05,0,0,0.05,0,0,0,0,1284
Fri Jan 05 2024,SPXW240105C04510000,181.6,-10.3,182.3,191.1,4,0,0,0,157,4510.00,SPXW240105P04510000,0.05,-0.05,0,0.05,7,0,0,0,773
Fri Jan 05 2024,SPXW240105C04515000,185.6,-1.35,177.2,186.1,1,0,0,0,22,4515.00,SPXW240105P04515000,0.05,-0.025,0,0.05,9,0,0,0,629
Fri Jan 05 2024,SPXW240105C04520000,168.87,-13.08,172.4,181.3,37,0,0,0,165,4520.00,SPXW240105P04520000,0.05,-0.025,0,0.05,1,0,0,0,1310
Fri Jan 05 2024,SPXW240105C04525000,162.57,-14.38,167.2,176.1,34,0,0,0,297,4525.00,SPXW240105P04525000,0.05,-0.025,0,0.05,3,0,0,0,1313
Fri Jan 05 2024,SPXW240105C04530000,157.16,-14.79,162.2,171.1,41,0,0,0,111,4530.00,SPXW240105P04530000,0.1,0,0,0.05,0,0,0,0,998
Fri Jan 05 2024,SPXW240105C04535000,150.9,-16,157.2,166.1,21,0,0,0,39,4535.00,SPXW240105P04535000,0.05,-0.05,0,0.05,6,0,0,0,1503
Fri Jan 05 2024,SPXW240105C04540000,147.14,-14.76,152.2,161.1,38,0,0,0,68,4540.00,SPXW240105P04540000,0.05,-0.05,0,0.05,29,0,0,0,1428
Fri Jan 05 2024,SPXW240105C04545000,148.38,-8.57,147.2,156.1,3,0,0,0,49,4545.00,SPXW240105P04545000,0.05,-0.05,0,0.05,17,0,0,0,434
Fri Jan 05 2024,SPXW240105C04550000,140.29,-11.71,142.2,151.1,152,0,0,0,1813,4550.00,SPXW240105P04550000,0.05,-0.075,0,0.05,31,0,0,0,7566
Fri Jan 05 2024,SPXW240105C04555000,139.4,-7.6,137.2,146.1,16,0,0,0,47,4555.00,SPXW240105P04555000,0.05,-0.075,0,0.05,62,0,0,0,486
Fri Jan 05 2024,SPXW240105C04560000,150.3,8.3,132.3,141.1,7,0,0,0,294,4560.00,SPXW240105P04560000,0.05,-0.075,0,0.05,29,0,0,0,1140
Fri Jan 05 2024,SPXW240105C04565000,140.6,3.6,127.2,136.1,5,0,0,0,75,4565.00,SPXW240105P04565000,0.05,-0.075,0,0.05,122,0,0,0,2022
Fri Jan 05 2024,SPXW240105C04570000,119.58,-12.42,122.2,131.1,14,0,0,0,125,4570.00,SPXW240105P04570000,0.05,-0.075,0,0.05,23,0,0,0,1623
Fri Jan 05 2024,SPXW240105C04575000,119.43,-7.57,117.2,126.1,9,0,0,0,691,4575.00,SPXW240105P04575000,0.05,-0.075,0,0.05,647,0,0,0,3261
Fri Jan 05 2024,SPXW240105C04580000,114.57,-7.43,112.5,121.4,33,0,0,0,196,4580.00,SPXW240105P04580000,0.05,-0.075,0,0.05,767,0,0,0,1917
Fri Jan 05 2024,SPXW240105C04585000,109.4,-7.6,108.1,115.5,21,0,0,0,113,4585.00,SPXW240105P04585000,0.05,-0.075,0,0.05,2464,0,0,0,8043
Fri Jan 05 2024,SPXW240105C04590000,106.2,-5.8,103.1,110.2,4,0,0,0,291,4590.00,SPXW240105P04590000,0.05,-0.075,0,0.05,1258,0,0,0,3688
Fri Jan 05 2024,SPXW240105C04595000,101.2,-5.85,98.1,105.2,6,0,0,0,136,4595.00,SPXW240105P04595000,0.05,-0.1,0,0.05,2103,0,0,0,2729
Fri Jan 05 2024,SPXW240105C04600000,96.25,-5.8,93.1,100.2,62,0,0,0,1313,4600.00,SPXW240105P04600000,0.05,-0.125,0,0.05,5098,0,0,0,25502
Fri Jan 05 2024,SPXW240105C04605000,87.29,-9.76,88.1,95,119,0,0,0,251,4605.00,SPXW240105P04605000,0.05,-0.125,0,0.05,3726,0,0,0,2525
Fri Jan 05 2024,SPXW240105C04610000,76.74,-15.36,83.1,90,68,0,0,0,235,4610.00,SPXW240105P04610000,0.05,-0.15,0,0.05,2734,0,0,0,3171
Fri Jan 05 2024,SPXW240105C04615000,70.31,-16.79,78.1,85.8,20,0,0,0,105,4615.00,SPXW240105P04615000,0.05,-0.175,0,0.05,3556,0,0,0,5349
Fri Jan 05 2024,SPXW240105C04620000,70.57,-11.58,73.1,80.8,36,0,0,0,430,4620.00,SPXW240105P04620000,0.05,-0.225,0,0.05,7697,0,0,0,4949
Fri Jan 05 2024,SPXW240105C04625000,61.28,-15.97,68.1,75,66,0,0,0,976,4625.00,SPXW240105P04625000,0.05,-0.3,0,0.05,8499,0,0,0,5616
Fri Jan 05 2024,SPXW240105C04630000,65.5,-6.8,63.1,70,91,0,0,0,578,4630.00,SPXW240105P04630000,0.05,-0.375,0,0.05,10496,0,0,0,3391
Fri Jan 05 2024,SPXW240105C04635000,51.05,-16.35,58.1,65,28,0,0,0,213,4635.00,SPXW240105P04635000,0.05,-0.475,0,0.05,8607,0,0,0,3535
Fri Jan 05 2024,SPXW240105C04640000,49,-13.6,53.1,60,183,0,0,0,430,4640.00,SPXW240105P04640000,0.05,-0.675,0,0.05,19263,0,0,0,3891
Fri Jan 05 2024,SPXW240105C04645000,41.33,-16.52,48.1,55,107,0,0,0,107,4645.00,SPXW240105P04645000,0.05,-0.9,0,0.05,33725,0,0,0,5819
Fri Jan 05 2024,SPXW240105C04650000,47.47,-5.78,43.1,50,373,0,0,0,4485,4650.00,SPXW240105P04650000,0.05,-1.225,0,0.05,28880,0,0,0,9390
Fri Jan 05 2024,SPXW240105C04655000,41.44,-7.16,38.1,45,440,0,0,0,173,4655.00,SPXW240105P04655000,0.05,-1.65,0,0.05,30844,0,0,0,5312
Fri Jan 05 2024,SPXW240105C04660000,37.06,-7.14,33.1,40,1613,0,0,0,958,4660.00,SPXW240105P04660000,0.05,-2.25,0,0.05,40151,0,0,0,7062
Fri Jan 05 2024,SPXW240105C04665000,32.05,-7.9,28.1,35,432,0,0,0,219,4665.00,SPXW240105P04665000,0.05,-3,0,0.05,48993,0,0,0,5302
Fri Jan 05 2024,SPXW240105C04670000,26.8,-9.05,23.1,30,1280,0,0,0,279,4670.00,SPXW240105P04670000,0.05,-3.9,0,0.05,81636,0,0,0,4264
Fri Jan 05 2024,SPXW240105C04675000,23.2,-8.8,18.1,25,1959,0,0,0,1896,4675.00,SPXW240105P04675000,0.05,-5.05,0,0.05,75947,0,0,0,4038
Fri Jan 05 2024,SPXW240105C04680000,16.23,-12.07,15,17.4,9623,0,0,0,567,4680.00,SPXW240105P04680000,0.05,-6.35,0,0.05,110949,0,0,0,2514
Fri Jan 05 2024,SPXW240105C04685000,10.9,-14,10.8,15,20080,0,0,0,326,4685.00,SPXW240105P04685000,0.05,-7.95,0,0.05,87544,0,0,0,2646
Fri Jan 05 2024,SPXW240105C04690000,7,-14.65,6,8,40723,0,0,0,1392,4690.00,SPXW240105P04690000,0.05,-9.75,0,0.05,101513,0,0,0,2831
Fri Jan 05 2024,SPXW240105C04695000,1.5,-17.2,1.4,1.65,56352,0,0,0,799,4695.00,SPXW240105P04695000,0.05,-11.75,0,0.05,69234,0,0,0,1943
Fri Jan 05 2024,SPXW240105C04700000,0.05,-15.95,0,0.05,96933,0,0,0,3944,4700.00,SPXW240105P04700000,3.4,-10.7,3,4,72421,0,0,0,6693
Fri Jan 05 2024,SPXW240105C04705000,0.05,-13.5,0,0.05,63903,0,0,0,1213,4705.00,SPXW240105P04705000,7.5,-9.15,7.3,10,31150,0,0,0,1994
Fri Jan 05 2024,SPXW240105C04710000,0.05,-11.25,0,0.05,77521,0,0,0,2879,4710.00,SPXW240105P04710000,14,-5.45,13.5,16.9,24023,0,0,0,2802
Fri Jan 05 2024,SPXW240105C04715000,0.05,-9.35,0,0.05,69256,0,0,0,1979,4715.00,SPXW240105P04715000,18,-4.5,15,21.9,18987,0,0,0,1497
Fri Jan 05 2024,SPXW240105C04720000,0.05,-7.65,0,0.05,86092,0,0,0,3023,4720.00,SPXW240105P04720000,24.4,-1.4,20,26.9,15960,0,0,0,2017
Fri Jan 05 2024,SPXW240105C04725000,0.05,-6.2,0,0.05,60384,0,0,0,3577,4725.00,SPXW240105P04725000,28.3,-0.95,25,30,9303,0,0,0,2971
Fri Jan 05 2024,SPXW240105C04730000,0.05,-4.95,0,0.05,59489,0,0,0,2291,4730.00,SPXW240105P04730000,32.1,-0.95,30,35,7418,0,0,0,2052
Fri Jan 05 2024,SPXW240105C04735000,0.05,-3.85,0,0.05,47815,0,0,0,2227,4735.00,SPXW240105P04735000,38.23,1.28,35,41.9,1688,0,0,0,796
Fri Jan 05 2024,SPXW240105C04740000,0.05,-3,0,0.05,43829,0,0,0,3893,4740.00,SPXW240105P04740000,42.42,1.32,40,46.9,1310,0,0,0,1245
Fri Jan 05 2024,SPXW240105C04745000,0.05,-2.25,0,0.05,28453,0,0,0,2133,4745.00,SPXW240105P04745000,47.11,1.71,45,51.9,766,0,0,0,1558
